N,P,K,temperature,humidity,ph,rainfall,label
15,30,9,26.545154134050122,78.53675155284989,6.2974351003356706,26.767005938976407,mungbean
103,78,54,30.285655220226733,75.52911247352282,6.009999082045075,78.47123479721333,banana
4,53,24,19.630625532490974,61.83963168168066,7.731065206178257,42.52732423566886,lentil
76,68,41,26.956268259113457,77.99374315446053,5.89434752054459,102.65030295496871,banana
99,73,47,29.346858824131957,80.27990712261396,5.966864525315741,128.63157399193122,banana
36,127,198,20.660697126795178,90.09087754861335,5.965311390611046,105.62438682001566,apple
115,26,51,26.934122086599263,81.64362575561935,6.813782082387542,62.790994127032675,watermelon
10,65,16,16.789736232555924,20.558470673944377,5.339490864620556,133.28503111809118,kidneybeans
20,0,32,30.365684603104913,92.8188649123187,6.45476814388768,204.00017001906286,coconut
5,117,209,14.73591694640567,77.84315998279776,5.985378799550323,66.233109694004,grapes
15,67,29,17.11651352904876,69.56393798093471,7.135436289639893,62.91670473420355,lentil
61,32,44,21.854181754337812,80.76346395856238,6.28158903329798,201.17529536575464,jute
108,13,44,26.013928397330375,80.83923039639073,6.374266948048168,59.91227722857148,watermelon
74,75,51,31.092562113257056,93.2094216028315,7.2959980647429274,44.29113329042356,papaya
1,24,38,24.55563063021491,92.1804207848838,5.461750650884461,175.43436575817677,coconut
47,58,27,28.933340962682173,62.02223173567235,7.517636486521426,84.52073187984936,blackgram
25,41,34,28.579769948686717,43.76593714962579,6.431034635441497,99.51448123930103,mango
22,52,16,25.59724784250842,62.40027523157187,9.869269708310442,66.6083730735102,mothbeans
43,57,37,21.584230185810718,95.4181574569869,7.038253646904367,199.89937012810447,papaya
106,49,13,26.86277981680983,63.001670418523055,5.902470290518172,79.27022039609868,maize
12,134,188,22.753594567740528,91.4984119922714,5.5484039521723325,107.73259975480009,apple
7,122,192,19.746345245366502,79.4878041117964,5.580940126183258,67.67524302786668,grapes
12,10,27,28.807273976752917,92.0564869676889,5.785484420225493,225.036186347843,coconut
11,67,20,31.110901387414962,34.317297901613166,7.3985537136884565,193.3162069303621,pigeonpeas
36,14,31,27.506202691373343,95.28930637135511,5.837012575043703,176.93999429877456,coconut
99,44,20,25.375893400607914,62.21355423371197,5.800442615705435,103.70459899307711,maize
117,49,19,26.497041040873142,71.96737665895779,6.042276004678055,67.82168416997918,cotton
35,61,12,33.769663470921785,64.5949822550862,8.140334784615034,70.83643381437119,blackgram
28,55,9,28.066834479003887,65.2216124560012,7.751206277219459,72.23647768316582,blackgram
107,27,41,24.890823539767716,57.10336429395495,7.239148633973379,160.42214108572065,coffee
53,59,54,35.026322428421715,92.00907156389471,6.875086207174182,233.89670056140633,papaya
12,15,48,18.453921111017383,91.12932643069588,6.487229613350912,94.73157428659368,pomegranate
59,63,10,32.201143360151846,64.16367326392304,7.134688520993705,81.39504140030857,blackgram
28,74,21,22.716704597309302,56.83583085601581,6.308205754240578,43.18702133445802,lentil
92,20,57,27.234510423585384,77.00258902229079,6.448922474689421,52.5554792546274,watermelon
10,139,193,22.610292830247527,91.4636246294006,6.616473213046458,128.59766354851553,apple
123,81,43,24.045449754872358,81.42596412849596,5.772063648147662,91.97645775167622,banana
102,20,38,27.280232896248528,85.58719194432821,6.027139576474392,2.212484356215903,muskmelon
53,39,12,20.301395270188102,62.08222767658003,6.988132735950994,70.00912481896484,maize
109,16,50,27.075366600281413,93.7004446516618,6.462019420359522,28.645750999351556,muskmelon
42,66,63,35.35174059668884,94.84730538177605,6.796999293474029,89.73342055343443,papaya
37,76,67,19.34107637683593,16.277700617706238,8.239318668761083,80.16315359959617,chickpea
27,16,45,19.307977860375484,89.89030110383538,6.43184160828342,109.15649962855073,pomegranate
41,15,36,35.093947362593454,56.42550205523271,4.648499462858785,79.7942055737683,mango
87,79,64,27.522980561165284,79.70106196553658,6.3039912825500135,126.17725254846596,banana
8,62,21,26.305118011782387,60.88621335833214,7.37436958992995,66.54309175121003,lentil
6,54,18,29.419696062089642,51.63008484945538,3.1150084159329063,45.326195545257406,mothbeans
93,35,42,23.028494537363414,81.33120835766702,5.986043167870336,272.5205473545145,rice
2,59,19,21.880402496741404,44.25834003216014,4.855215348247029,124.32597301624122,pigeonpeas
108,51,18,25.57545833864528,69.53783616112602,6.058114768428673,78.80640228996711,maize
75,0,44,28.594159270256217,85.9616730984834,6.016610266899553,62.86133667992505,watermelon
92,63,44,23.801752968436375,85.37194720516236,6.956500854525853,215.56852779579756,rice
42,66,25,28.823409097137233,64.87957136993401,4.688528190551599,145.74859485851147,pigeonpeas
20,70,14,22.795903615068532,19.92872143163786,5.827168647991057,100.73340612576723,kidneybeans
92,83,53,23.956520861947173,71.45014355858848,5.579436627364766,103.7914883919353,banana
55,53,38,24.270829210396727,83.63257914038037,6.138209739827127,269.11890148433093,rice
78,32,37,26.709851588551796,74.92734878861074,6.090970507962316,154.79784399198354,jute
25,18,9,32.47053241982433,91.33783374779532,7.742939415848053,111.12932962430484,orange
26,76,18,21.938540359935796,46.85788432955195,5.815624542294386,215.1217671965469,pigeonpeas
31,11,7,34.82829315571213,90.83443648514867,7.162832731578328,122.23933162449174,orange
44,70,16,30.08410888985972,62.797953319972756,7.8192387720354235,80.66043031147329,blackgram
40,49,55,31.646170882992823,96.58026283406213,6.952587490474974,53.30711108307683,papaya
0,67,18,19.14248918630601,21.982586764085198,5.623340177503269,64.45020193666574,kidneybeans
76,66,34,18.611984974104725,81.30722905394968,7.148314546014165,191.67848502009295,rice
46,67,49,36.50527268293852,92.52970439484663,6.976792331380471,161.90231839598525,papaya
84,50,37,23.084656754491462,88.14364348702088,6.577271289681654,164.08555911087282,jute
7,81,25,22.118467347758823,61.0355212675982,6.445297661313106,55.50032237104877,lentil
34,62,20,21.470606167786002,61.69404089654082,6.079624746688485,53.337295509135714,lentil
24,58,19,33.3777891279564,36.568996216299055,4.546124116463228,146.17357598045066,pigeonpeas
20,153,213,11.308623063461937,87.12588119420198,6.0607138558469345,54.098350724413294,grapes
18,83,22,25.089128392848274,19.054447355036537,5.260935940105384,132.51197896507753,kidneybeans
53,60,83,20.934189876703236,20.14399075267748,6.7097653940894615,99.2341109509264,chickpea
85,12,61,29.25618558062593,90.58205208606982,6.498830135442744,11.071107731638056,muskmelon
120,72,45,27.954479807205807,74.66832932986075,5.6295343911809175,80.18950390395942,banana
27,60,80,20.12436260249288,12.28761634647494,6.451736268307161,74.8001515946776,chickpea
84,11,51,26.999151153559946,92.08979385897324,6.756904488997224,12.33213717327384,muskmelon
96,54,24,24.02463576674627,86.11521534144255,6.59436425195397,80.06329719924199,cotton
21,142,203,40.824324173451366,85.2579223896019,6.278847857929642,71.91349177140582,grapes
0,12,33,28.196077398970402,100.44916113968955,6.095335657841869,235.33620184358244,coconut
15,0,30,29.126250397254264,103.80590290477107,5.563141902067421,181.80733957067642,coconut
97,19,63,23.62287574930466,79.10006852542918,6.410411706968892,38.11462306387448,watermelon
123,56,12,24.447132201987017,73.17461079502263,8.30661166635041,80.82232886633241,cotton
22,67,23,30.625578410995487,88.38397305450144,6.459115965885222,36.46174924871762,mungbean
34,60,22,36.46762629914888,63.23150915200297,7.323250439691619,61.246437221852645,blackgram
43,127,214,13.588955692953048,83.72072968025394,5.199585974039788,62.96586050139699,grapes
113,48,22,21.926622296610095,75.73541931720474,8.394046585856907,67.39755835773568,cotton
35,54,16,31.796905910565222,56.211817413925544,7.923655791095866,61.746600622599686,lentil
19,30,12,26.64441034632751,46.406111445496286,5.2962178593160365,18.41660322742052,mothbeans
97,53,13,22.95275706830253,75.69082334274904,6.59397484622957,64.43690905787356,cotton
26,21,44,17.977537715153876,84.14959039594001,5.950166817554453,124.55533756055483,pomegranate
21,9,26,25.519431349500767,95.9096640098203,5.9170219423852295,114.50194692093424,coconut
12,15,30,26.236502880546695,97.51246903178883,6.407517444761052,232.11732141626544,coconut
7,18,2,23.17447474195404,95.60305290121201,7.579120309276714,114.86014680192179,orange
44,79,23,19.603050768601225,20.54732773906359,5.665373744776931,111.47188193153704,kidneybeans
32,14,39,27.54669348387246,94.65503547543356,6.827525721026492,211.5002261777476,coconut
46,0,34,25.115985572042373,81.96023821680207,6.1181000278718995,98.88697168854,pomegranate
85,97,54,27.121303063474006,78.72626182700262,6.725695632922948,97.99236616823042,banana
14,130,194,38.34064758101583,82.75858720568509,6.622804998482126,79.09791531367522,grapes
60,50,27,29.31179217733704,65.50997841129335,6.679504137909756,69.22860053329418,blackgram
62,52,42,25.084187251200603,76.16324134954277,6.191896371943746,176.94007283922502,jute
112,8,49,27.093128598183743,93.58749471360738,6.9527774217167,43.109747328142504,watermelon
63,58,33,22.994609930934725,87.72941227179126,5.5867295673048,267.7754262871416,rice
39,54,21,28.63875876902981,60.80928423819693,8.048918941189294,49.32310773107236,mothbeans
78,32,34,24.222576227087014,55.844839912186046,6.788489199620306,125.08503273770128,coffee
113,39,10,25.730712638507846,78.78251254452547,7.731870908122396,81.78584895862316,cotton
62,51,39,25.276710199910777,85.35237523106153,5.744295026920496,178.50206566482873,rice
108,37,32,28.462101282514013,55.76375312058657,6.427616297933937,164.01601055741625,coffee
89,59,35,25.27323249899945,86.05028671265109,6.894569346392391,159.31462373845864,jute
110,43,13,22.44031016869033,75.05973957248477,8.34542763041812,62.79844742373299,cotton
115,37,19,25.715742009270265,83.81119774105413,6.41439786843676,95.47602338065136,cotton
114,14,57,25.04421473799458,91.33452608842252,6.634779125536329,60.62217498990833,watermelon
97,9,48,30.195405727101047,98.00122636637695,6.018268184564823,37.284300618724714,muskmelon
0,27,9,22.52431247356734,95.34130326673055,7.239420528033943,127.84074395438496,orange
18,9,11,15.522757925411758,92.82555589916821,7.849818728668556,87.07250373882354,orange
16,28,40,24.588310208763097,93.95772865046675,5.9905680865050455,112.50167877057181,pomegranate
76,36,29,25.841784406257148,75.7015655510766,6.845629111426551,147.85797710137751,jute
24,78,29,22.868266827130252,50.602637545737764,5.811161592950858,97.36044030770216,pigeonpeas
109,78,50,30.4532727200401,78.41795925782459,5.571855530772456,83.45851345967175,banana
67,44,41,26.754314365058242,82.2246583931608,5.0333852295169015,229.4643604383178,rice
105,44,18,21.28981618889962,84.81469563650367,6.463239934506516,71.72905594957196,cotton
29,59,12,35.016875203633724,62.824465342159925,7.745559893461269,67.58735885253296,blackgram
0,56,26,24.78917257055637,47.787128670297086,4.73764622687375,197.18672265596538,pigeonpeas
10,27,38,21.558451494089734,90.45866837215684,6.034700250396056,114.92365728096678,pomegranate
69,55,41,26.860425979685743,83.84313252656307,6.254529453144656,161.3626405479087,jute
97,53,47,25.805002863050902,85.93454733203505,6.82188635589299,147.22722238519916,jute
61,42,19,23.986717757098667,60.46155153441123,6.34598148222387,70.41768909052057,maize
0,149,189,20.225469252902602,89.86395768008926,5.665009050464131,133.32620983747654,apple
39,26,22,30.698532243459184,49.987707205618605,4.88622741853008,102.29290531764424,mango
78,36,19,26.877834022368017,57.15149685683062,6.791163791264632,114.34103533733092,maize
20,67,12,32.842759214403884,64.42229008384233,7.187058381730623,65.954994857648,blackgram
103,20,35,28.020319141515508,47.30030839851984,7.01923104606113,117.39454202936275,coffee
22,87,11,21.940550457127834,24.89412825873797,5.482533379215141,85.5673025166185,kidneybeans
108,36,18,20.901562459781744,80.5816937168751,7.495263125903553,89.12839981771066,cotton
30,23,15,33.07172886167034,86.16630848819275,6.56639052857308,85.85156528213635,orange
75,89,57,25.219111134589696,73.20398601224272,5.519043144102607,117.12803065051254,banana
31,72,14,28.631230743936072,71.05997849604404,7.118290391197567,66.99468157474594,blackgram
27,28,1,20.184376828462767,95.18527644606505,6.535114669777149,133.4055938363934,orange
28,64,28,20.977066295011035,49.43189882949069,5.990806926328564,195.66541538475016,pigeonpeas
25,60,13,16.18642769522193,67.41191050636903,5.86157699872535,34.20750995602282,lentil
4,110,197,23.330567636762414,99.39401255460791,5.745248151294168,101.98314149378133,apple
20,48,19,29.248629046689896,89.66959074394661,7.498166005733218,32.48265889064525,mungbean
47,61,76,18.92062872305775,12.649075175429338,6.870837628308256,79.20462124701463,chickpea
31,21,39,35.036809064958206,55.990520438476054,4.838295787910177,110.38680888860017,mango
13,16,17,25.260767071525805,91.0414184461409,6.190875826441154,118.79522141107353,orange
9,25,1,20.984883875647405,89.1653670746212,8.085798019194623,86.17884641265314,orange
59,56,19,34.17380942059168,68.43113753384948,7.016644240178353,70.19401103764392,blackgram
38,70,29,30.716083230819237,66.7950765411117,7.161967267223744,64.98631530805613,blackgram
104,44,40,23.506450292804388,85.4554410852583,7.26949027512662,275.9057211126879,rice
115,36,56,29.74536866787914,97.6712102525194,7.002220264613783,45.80875969820043,muskmelon
68,35,37,25.096860360806513,81.57542608270715,5.5424138591459995,207.8070475793712,rice
65,66,54,39.743633057927816,94.01217897437317,6.539272551433269,200.1753393112404,papaya
86,47,22,21.498904130638792,65.30336394950773,6.01934438557243,53.65528895979072,maize
21,16,4,12.215036660616112,89.10990192430023,7.100128269372267,107.51567890513756,orange
29,14,14,29.821302255561463,95.20053159904009,6.467035067119175,113.37357298627748,orange
18,52,28,32.96480816617152,43.39718424965881,8.11430136650899,55.73474537569488,mothbeans
38,37,14,26.84600597462764,89.74889726411624,6.221889835855568,76.22738059267176,mungbean
99,66,42,25.455461748689945,81.75124558308873,5.986597831925171,78.82618403573059,banana
47,84,11,33.54678173511232,59.628147698336925,6.282443822416978,76.33134831228227,blackgram
25,20,34,28.496210208534507,89.54495035406174,5.432880434736085,241.11689276093176,coconut
86,50,49,25.093989439154015,84.87959589709776,5.790727193730076,174.2857571058822,rice
112,27,52,30.792820957063032,88.7811966797332,6.221310804261882,48.21565531419507,muskmelon
12,140,195,18.740047729785047,81.47263299785531,5.856032051547982,58.977433199946546,grapes
80,43,30,24.554438648746114,80.98789638687795,5.086010294198569,192.82367466323078,rice
32,71,76,20.80237504344172,14.53634496145925,8.264580562629291,100.7706241074777,chickpea
48,44,7,27.736498052453513,83.45414804580385,6.549863453568094,64.81715000031836,mungbean
126,28,19,21.746728625200628,82.79180953160437,7.712165830576944,89.6009263557884,cotton
31,74,26,22.81330959568745,68.02147650790532,6.412448908603623,29.073403766835643,lentil
24,67,25,33.103668627977896,71.12674942524386,7.302926551714575,81.04727779096369,blackgram
60,37,17,27.111844218283053,64.16665737799924,5.716850575735444,87.89593301655813,maize
106,48,20,24.272721127424408,83.89442660954136,6.38461867554652,90.4130568867416,cotton
16,35,36,31.913746677208373,49.969360135112574,4.996125776649964,89.3966573764838,mango
